DATETIME,FREQ_MEAN_HZ,FREQ_MIN_HZ,FREQ_MAX_HZ,FREQ_STD_HZ,SAMPLE_COUNT,FREQ_WORST_DEV_HZ,FREQ_DROOP_MEAN,FREQ_DROOP_ABS_MEAN
2026-01-02 20:15:00+00:00,50.004172,49.961,50.037,0.017382,900,49.961,-0.006784,0.036795
2026-01-02 20:30:00+00:00,50.010566,49.972,50.05,0.015692,900,50.05,-0.032971,0.039895
2026-01-02 20:45:00+00:00,50.022378,49.978,50.054,0.016256,900,50.054,-0.075825,0.079637
2026-01-02 21:00:00+00:00,49.995853,49.913,50.044,0.025655,900,49.913,0.025684,0.05848
2026-01-02 21:15:00+00:00,50.007376,49.973,50.041,0.011409,900,50.041,-0.01655,0.019544
2026-01-02 21:30:00+00:00,50.003616,49.963,50.033,0.011623,900,49.963,-0.004655,0.014737
2026-01-02 21:45:00+00:00,50.016547,49.971,50.063,0.021203,900,50.063,-0.05924,0.072433
2026-01-02 22:00:00+00:00,50.001363,49.956,50.037,0.018841,900,49.956,0.00514,0.039678
2026-01-02 22:15:00+00:00,50.017521,49.975,50.06,0.016033,900,50.06,-0.058076,0.06093
2026-01-02 22:30:00+00:00,50.007781,49.962,50.051,0.018817,900,50.051,-0.02893,0.045327
2026-01-02 22:45:00+00:00,50.027022,49.986,50.066,0.015943,900,50.066,-0.096924,0.097228
2026-01-02 23:00:00+00:00,49.995871,49.955,50.039,0.014406,900,49.955,0.009596,0.023082
2026-01-02 23:15:00+00:00,50.019688,49.975,50.053,0.013536,900,50.053,-0.061708,0.06524
2026-01-02 23:30:00+00:00,50.004,49.96,50.04,0.014304,900,50.04,-0.004222,0.023895
2026-01-02 23:45:00+00:00,50.025854,49.978,50.059,0.017229,900,50.059,-0.094053,0.096883
2026-01-03 00:00:00+00:00,50.000147,49.954,50.048,0.018489,900,50.048,-0.000316,0.038468
2026-01-03 00:15:00+00:00,50.014822,49.987,50.035,0.008561,900,50.035,-0.033883,0.033953
2026-01-03 00:30:00+00:00,50.019133,49.985,50.046,0.011313,900,50.046,-0.055404,0.055754
2026-01-03 00:45:00+00:00,50.025844,49.992,50.055,0.013686,900,50.055,-0.087813,0.087813
2026-01-03 01:00:00+00:00,50.014026,49.949,50.062,0.027041,900,50.062,-0.049667,0.098298
2026-01-03 01:15:00+00:00,50.008827,49.969,50.049,0.014639,900,50.049,-0.023228,0.032047
2026-01-03 01:30:00+00:00,50.006953,49.978,50.04,0.014151,900,50.04,-0.022047,0.027357
2026-01-03 01:45:00+00:00,50.013386,49.976,50.037,0.011838,900,50.037,-0.035322,0.036865
2026-01-03 02:00:00+00:00,50.005706,49.964,50.034,0.0126,900,49.964,-0.014152,0.020538
2026-01-03 02:15:00+00:00,50.021263,49.986,50.047,0.009343,900,50.047,-0.062608,0.062725
2026-01-03 02:30:00+00:00,50.00958,49.981,50.042,0.011162,900,50.042,-0.022152,0.023088
2026-01-03 02:45:00+00:00,50.011266,49.983,50.035,0.009698,900,50.035,-0.023298,0.024351
2026-01-03 03:00:00+00:00,50.019763,49.996,50.049,0.008776,900,50.049,-0.054444,0.054444
2026-01-03 03:15:00+00:00,50.000102,49.947,50.048,0.019833,900,49.947,0.002111,0.043713
2026-01-03 03:30:00+00:00,50.002214,49.97,50.038,0.014163,900,50.038,-0.006485,0.022368
2026-01-03 03:45:00+00:00,50.010991,49.985,50.04,0.009469,900,50.04,-0.021743,0.022234
2026-01-03 04:00:00+00:00,50.016188,49.994,50.043,0.008296,900,50.043,-0.038398,0.038398
2026-01-03 04:15:00+00:00,50.003519,49.974,50.036,0.0111,900,50.036,-0.007661,0.013181
2026-01-03 04:30:00+00:00,50.010696,49.981,50.048,0.011087,900,50.048,-0.02448,0.025205
